Star,Date,Name,Reaction,Review,Week
1,2018-10-11,Mahbubur Rahman,0,they are all thief,Week 6
1,2018-10-11,sakib hossain,41,"They are stealing our private information such as message, contracts etc😡. Not secure enough. Very disappointing indeed. Need to take some actions against it.😏",Week 6
1,2018-10-11,Mr. Logo,41,"Steal and store users data without letting them know. Yes, we've allowed this app to access phonebook. Like uber. Cause uber allows to call ride for anyone from contact. But this app took phonebook access without any reason. There's no feature like this which require phonebook read access. And also,...Full ReviewSteal and store users data without letting them know. Yes, we've allowed this app to access phonebook. Like uber. Cause uber allows to call ride for anyone from contact. But this app took phonebook access without any reason. There's no feature like this which require phonebook read access. And also, WE GAVE ACCESS TO READ PHONEBOOK, BUT NOT TO STORE OUR PHONEBOOK AND MESSAGES TO YOUR SERVER. It has been proved after testing the get and post request. Cheater.",Week 6
1,2018-10-11,Tahmidul himel,0,"They steal all contact information, sms and other private things of my device. This app should be removed from playstore",Week 6
1,2018-10-11,Ismail Polas,0,"Don't install this app. It can access all you personal data like sms (email, bank info), contacts, installed app list etc. And upload your personal info to their server which is completely illegal. So, uninstall the app immediately.",Week 6
1,2018-10-11,Emamul Islam Rokon,2,Aggressive!Dangerous!Thefts!,Week 6
1,2018-10-11,A Google user,0,One word to say they are thief.. Government Should be proper step against pathao!,Week 6
1,2018-10-11,Tahsin Ahmed Nafi,0,Serious security issues.,Week 6
1,2018-10-11,Mohammad mainuddin Sumon,0,"They collects indiscriminately all of users very personal information like text messages, contact information, call information. This is disgusting.",Week 6
1,2018-10-11,ishan khan,0,Thief🙄,Week 6
1,2018-10-11,Raisul Hasan Khan,0,This app steal peoples private informations from the mobile. Everyone should be very careful about this cheat app.,Week 6
1,2018-10-11,Nazia Ahmed,0,This company is streaming their users' private data.,Week 6
1,2018-10-11,Abdul Hamid,1,This is very bad....this should not be a in the play store.. Please google remove this app from playstore,Week 6
1,2018-10-11,Saiful Islam,0,"Fraud. It take user data like masseges, contact list to their server.",Week 6
1,2018-10-11,reaz rahman,5,this apps store all the personal data from user to their own server.,Week 6
1,2018-10-11,Mehrab Mithun,0,"They are thief, they are stealing our information contacts sms",Week 6
1,2018-10-11,Mahamodul Hasan Khan,1,এদের সম্পর্কে আর কি বলব এরা তো ডাটা চোর এক কথা এক চোরের মায়ের বড় গলা যেমন এরো ডাটা চুরি করে আমাদের বহুৎ সুবিধা দেখায়।,Week 6
1,2018-10-11,Zubayer Ahmed Khan,1,"Uploads all personal data such as sms, contacts & hardware information. Violates privacy policy. 😠",Week 6
1,2018-10-11,A Google user,0,Low privacy,Week 6
1,2018-10-11,Tanvir Alam Nafis,0,Pathao guys too much temptation for money huh?? U people r hacking public people's private information... #Google need to ban this app from Play Store 😠😠,Week 6
1,2018-10-11,Dexter Lab,8,Thief. Dont install this. App is stealing sms and contact lists,Week 6
1,2018-10-11,Random Access,0,It take personal privacy and store it....it will be dangerous,Week 6
1,2018-10-11,jaber Hossain,8,Thief. They steal personal information and upload and store in their server.,Week 6
1,2018-10-11,Mysterious - রহস্যময়,0,চোর,Week 6
1,2018-10-11,Toufiq Ankur,0,Thief,Week 6
1,2018-10-11,Salman Prakash,0,fraud,Week 6
1,2018-10-11,Shuvo,0,Maleware,Week 6
1,2018-10-11,Shakil Ahmed Vlog,0,Malware,Week 6
1,2018-10-11,Ziaul Karim,0,"This apps is very dangerous in terms of Security of your personal information. Even sms in your mobile is not safe. So, DO NOT TRUST THEM.",Week 6
1,2018-10-11,Muktadir Rahman,0,It's one kind of malware.Without any permission users personal information stored their database.Please remove this app play store.don't take care Google play store policy.thanks,Week 6
1,2018-10-11,saowabullah,0,malware.,Week 6
1,2018-10-11,touki azad,0,Theif!,Week 6
1,2018-10-11,Jannatul Firdous,0,Pathao steal our private information. Please everyone stay away from using this app,Week 6
1,2018-10-11,Hasan Al Banna Siddiki,0,"Privacy policy is terrible! Users Information not safe. App Collected user personal massage, phone number and others information. Don't use there apps.",Week 6
1,2018-10-11,Ifran Sakib,0,Data Thief,Week 6
1,2018-10-11,Mazhar Rony,0,"They hack our private information without permission. our private message, contract, Facebook information etc. please ban him from play store.",Week 6
1,2018-10-11,A Google user,0,Info thief!,Week 6
1,2018-10-11,Osama Ibn Latif,0,Stealing personal informations,Week 6
1,2018-10-11,Fazlay Siddiquee,0,This app us breaching privacy policy whereas it was my one of fav app. Last few days it also stealing money showing one fare before ride and after completed ride fare goes up in most of the case.,Week 6
1,2018-10-11,A.N.M ARIFUL ISLAM,0,Steal personal information,Week 6
1,2018-10-11,Md. Kamrul Hossain Siam,0,Criminal apps.,Week 6
1,2018-10-11,Rudmila Shehrin,0,Cheater and fraud,Week 6
1,2018-10-11,Naieeam M. Adnan,0,This apps stole the private dara without prior permission,Week 6
1,2018-10-11,Al-Amin Hossain,0,They steal all the personal information from the user.,Week 6
1,2018-10-11,Tazin Ahmed,0,Hackers.,Week 6
1,2018-10-11,Taskin Anas,9,Thia appa store and steal information from user and dont maintain privacy of information,Week 6
1,2018-10-11,Riaj Mahmud,0,"As they are keeping all my personal data to a different server, i guess that's unethical if true. Furthermore, unskilled bike rider causing nuisense and grieving accidents resulting in life loss. And how they compensate? By giving mere upto 100,000 bdt. Such a shame.",Week 6
1,2018-10-11,A Google user,2,They are stealing your data without notified you.,Week 6
1,2018-10-11,Shahidul Islam,12,Stealing user's private data without consent is unacceptable. By the way whole world should have been protected by GDRP.,Week 6
1,2018-10-11,Ashfaq Ahmed,0,Malware application,Week 6
1,2018-10-11,Shaikh Mohammad Munim,11,They read your text messages and in future can get your personal information like bank accounts and do unscrupulous activities,Week 6
1,2018-10-11,Rayhan Abdullah,2,Uninstalled today. Even my parents does not spy on me to protect me.,Week 6
1,2018-10-11,Fatema Tuj Jahura,0,Faltu,Week 6
1,2018-10-11,Fahim Himu,4,don't download this app if u love Ur privacy,Week 6
1,2018-10-11,Perseus,0,চোরররররররর,Week 6
2,2018-10-11,Fardousi Akter Ranu,4,Some of there biker misbehave with customers. I personally request that please fix this issue. This is a major problem.,Week 6
2,2018-10-11,A Google user,0,It steals data without any concern authorisation,Week 6
2,2018-10-11,Soebur Rahman,0,Faltu,Week 6
1,2018-10-11,Mu'tasim Billah,0,"This app has been caught stealing personal user data (including SMS, not only OTP).",Week 6
2,2018-10-11,Tawsif1000,0,"Pathao need to clarify your position immediately about storing our sms on remote server, they absolutely cannot store data, they have permission to access not store.",Week 6
1,2018-10-11,MD KUTUB UDDIN,1,শ্লা তথ্য চোর..😡,Week 6
1,2018-10-11,Arifur Rahman,0,I'm not sure why they need my personal messages in their server without encryption. And why they are giving it to third party? That's totally unacceptable.,Week 6
1,2018-10-11,Abid Arnab,9,"Pathao steals information from its users and without permission, uploads in its own server. This is a clear invasion of privacy.",Week 6
