Star,Date,Name,Reaction,Review,Week
1,2018-10-11,Ahmed Faysal,0,Getting access to people's private data in their phone doesn't give you the acess to store them in your server.you people have done a Very much ridiculous,Week 6
1,2018-10-11,Mujtahid Alam,0,This app is not trusted. Don't use it,Week 6
1,2018-10-11,Shekh Mohammad Nazmul Islam,1,This app has stole my personal text messege containing bank account information & OTP to their server and violated my privacy. Google should take it down from playstore.,Week 6
1,2018-10-11,Iftekhar Nibir,0,One of the Worst Thieves in Bangladesh.,Week 6
1,2018-10-11,EMON EMON,0,Data hacker,Week 6
1,2018-10-11,Ryan Sarwar,0,"I used to love this app. But then i found out today that they steal way too much information. A lot more than they need or even claim to take. Including my entire contact list, all messages and other app infos.",Week 6
1,2018-10-11,Ariyan Ahmed Tanvir,0,They stole my sms..... Google should remove this app from playstore....,Week 6
1,2018-10-11,MOHAMMAD RAKIBUL AHSAN,0,Don't know much about this app..I have seen a video that it can get my text/sms...,Week 6
1,2018-10-11,Maruf Ahmed Evan,0,"This app hacked peoples information in Bangladesh. Their intention is suspicious. They take bank account information, personal staff and what not. Play store should remove this virus from its list.",Week 6
1,2018-10-11,Adnan Jr,0,চোর,Week 6
1,2018-10-11,Faiza Mayameen,1,Accussed of storing sensitive customer data,Week 6
1,2018-10-11,A Google user,0,"I think this app should not be in google play store as it steal personal data (including sms,phone book, gallery etc) of common users. And their fare system is deceptive.",Week 6
1,2018-10-11,Minar Hasan,28,This app should be taken down from play store. Breaching users privacy from every level. Taking users personal information and storing it on their server for selling and manipulating purpose.,Week 6
1,2018-10-11,Nyx Onyx,0,"They steal your message info. What a shame pathao. Plus most of the riders I called replied me like ""where do you wanna go? I'm going to 'x' if you're interested please let me know"" Why would you ask that? I put my address in the app. Horrible service and experience plus they steal your info. Ban th...Full ReviewThey steal your message info. What a shame pathao. Plus most of the riders I called replied me like ""where do you wanna go? I'm going to 'x' if you're interested please let me know"" Why would you ask that? I put my address in the app. Horrible service and experience plus they steal your info. Ban this app, quit using Pathao #SayNoToPathao",Week 6
1,2018-10-11,ЯOCӃY,27,"You guys are stealing our personal information like all the SMS,All my contacts,My hardware specifications.You actually don't need these informations but still you're stealing these.Not going to use your App anymore",Week 6
1,2018-10-11,Nabid Salman,2,"DO NOT USE PATHAO, NEVER.   1. THEY ARE STEALING USERS DATA WITHOUTH THEIR CONSENT.  2. THEY ARE BREACHING PRIVACY. 3. THEY ARE NOT COMPLYING TO ANY COMPLAINTS.  4. UNCOUNTABLE MORE.......",Week 6
1,2018-10-11,murmamirr mohaimen,0,Pathao is a good app and a great service. But in light of their recent breach of privacy I had to uninstall and give them 1star. Hopefully when they rectify the issue I'll change my mind.,Week 6
1,2018-10-11,Dibya Bhowmik,0,Bloody freaking thieves!,Week 6
1,2018-10-11,F Ks ShatU,0,They collect our phone contacts and msg,Week 6
1,2018-10-11,khaled hossain,0,Most faltu apps,Week 6
1,2018-10-11,sadique hasan,0,it steals clients contact numbers and sms without permission,Week 6
1,2018-10-11,ApplePen Pinapplepen,0,maleware apps,Week 6
1,2018-10-11,Mohammad Rafid,1,Hacks texts... guys be careful,Week 6
1,2018-10-11,Farid Rahman,3,stealing personal information,Week 6
1,2018-10-11,Zahid Shimanto,0,They are thief. They break privacy rules.,Week 6
1,2018-10-11,Kawsar Amin,0,please ensure privacy of our sms & contacts,Week 6
1,2018-10-11,Monjurul Majid,2,The app take personal data..,Week 6
1,2018-10-11,Ashraful Alam,0,Upload personal data to server and store there.,Week 6
1,2018-10-11,Aminur Ashik,0,"They are stealing my information, like my sms, my contacts, my app list, my hardware list etc",Week 6
1,2018-10-11,Rumon Kabir,0,It's a malware.,Week 6
1,2018-10-11,Mahdi Hasan Nahian,0,They are stealing private data,Week 6
1,2018-10-11,asif iqbal,0,This apps steal everyone data. Cheater.,Week 6
1,2018-10-11,Shubro Barua,0,Invades user's privacy,Week 6
1,2018-10-11,Tushar Hossain,0,Data Stealer,Week 6
1,2018-10-11,Sakib Shahriar,0,Stole data,Week 6
1,2018-10-11,Niaz Bhuiyan Asif,0,Thief! they steal user data,Week 6
1,2018-10-11,A.N.M. ZAKARIA MASUD,0,Must avoid If you value your privacy.,Week 6
1,2018-10-11,SAYED RAYHAN,0,This app stealing personal information such as contacts/sms from our phone. This app should be banned from play store.,Week 6
1,2018-10-11,Rajib Mahmud,0,"They are collecting personal sms, contact list etc and storing it on server for unethical use. Uninstall now!",Week 6
1,2018-10-11,Sam Sumon,0,"Thief, don't steal and store our data.",Week 6
1,2018-10-11,meher tajwar,1,Very bad app....steals all your petsonal data...,Week 6
1,2018-10-11,A Google user,1,Stop stealing our personal data,Week 6
1,2018-10-11,Mehedi Hasan,0,Collects and misused my personal contacts and sms.. Blackmailed me,Week 6
1,2018-10-11,Sazzad Hossain,1,চোর.....ডাটা চুরি করে....,Week 6
1,2018-10-11,Sports All,0,They are robbers,Week 6
1,2018-10-11,Taslima Akter,0,Cheat!! Just uninstalled..,Week 6
1,2018-10-11,Shoumik Muhtasim,0,This app should be banned,Week 6
1,2018-10-11,Rumman Ahsan,0,"Breaks into my privacy. Steals texts, contacts, installed app list, etc. Don't use it.",Week 6
1,2018-10-11,Shoaib Muhammad,142,"Thief!! You just hack users Private SMS, Photo,Contact lists,Phones Documents!! Google play Should Ban it fromnplay Stores. Legal Steps should be taken by Government...",Week 6
1,2018-10-11,Doulotuzzaman Xames,0,This app has been stealing sensitive data from users' devices.,Week 6
1,2018-10-11,Shahriar Shawon,1,It should banned from playstore along with govt. license,Week 6
1,2018-10-11,Mahfuz Mizan,0,Heard they steal information and that the owner said they collect phone numbers from female passenger's contacts. Don't know if it's true though. Was one of the best apps...,Week 6
1,2018-10-11,ahsan kabir,0,they steal the personal information of their users!,Week 6
1,2018-10-11,Debashish Das,0,Why do you need to fetch user sms to your server ?,Week 6
1,2018-10-11,Jannatun Naim,0,Worst Ride Share Platform Ever. It access personal Data of our phone. I didn't expect it. I throwed it to hell.,Week 6
1,2018-10-11,Ashique,0,Breach of confidential data from user's device. All SMS and contact data are uploaded to it's server. Reported to Google playstore.,Week 6
1,2018-10-11,Saiful Hoque,1,এটা গ্রাহকের তথ্য চুরি করে। sms & contact list তাদের server এ আপলোড করে৷ সবাই এই app ব্যবহার থেকে বিরত থাকুন।,Week 6
1,2018-10-11,shohorab hasib,1,Stop copying our contancts u bustards,Week 6
1,2018-10-11,Farukul Islam Rana,0,It's revealed that they illegally stored personal information. This is against law.,Week 6
1,2018-10-11,A Google user,1,steal users data ... suck.. uninstalled.,Week 6
1,2018-10-11,Mhr Fahim,0,Bluddy hacker and cheater,Week 6
1,2018-10-11,Prashanta Saha,1,"This app should be turned down from playstore. Ther are collecting personal info of the user and also deceiving the clients by improper pricing. So, people should boycott this app.",Week 6
1,2018-10-11,Partho Biswas,0,It's a spam. They don't honor user's privacy.,Week 6
1,2018-10-11,Md. Arifuzzaman,0,This app collects user data and upload to its own server. Please check.,Week 6
1,2018-10-11,Akram Haque,0,It steals the personal information of user. Sensisitive data like contact list and messages are stolen by this app. Playstore should remove this apk.,Week 6
1,2018-10-11,Rakib mahmud,0,"এপে বাগ তো আছেই, সাথে যোগ হয়েছে তথ্য চুরি। পাঠাও এর সাথে দীর্ঘ ৬ মাসের জার্নির সমাপ্তি।",Week 6
1,2018-10-11,Gazi Muhammad,0,চোর বাটপার। সৎভাবে ব্যাবসা কর। রাতারাতি বিলিয়নিয়ার হওয়ার খুব শখ?,Week 6
1,2018-10-11,Hasanuzzaman Hasan,0,They stoled my personal data.,Week 6
1,2018-10-11,A Google user,0,Cheat. They are fraud stealing peoples informations.,Week 6
1,2018-10-11,Sadiqur Rahman,0,Store personal message on their database,Week 6
1,2018-10-11,A Google user,0,Stolen the riders personal information,Week 6
1,2018-10-11,Reaz Khan,0,Stealing personal information,Week 6
1,2018-10-11,A Google user,0,Stealing our sms,Week 6
1,2018-10-11,Abdullah Al Abbad,0,It steals our information,Week 6
1,2018-10-11,Farhan Farooqui,0,Pathao Steals your Data,Week 6
1,2018-10-11,A Google user,0,This apps stole all personal data.,Week 6
1,2018-10-11,Suprokash Sarkar,0,Its haking the mobile infos,Week 6
1,2018-10-11,Ashiq Rahman,0,"It is a malware. It steals messages,contacts and informations that are valuable from mobile.",Week 6
1,2018-10-11,Sohan Nazmul,0,"Steals your data including messages, contact lists, photos and many other",Week 6
1,2018-10-11,ridoy nice,0,"Do not use pathao. Stop and report this app. Apnader data churi kore niye jasse ei apps. Batpar dur koro, pathao bondo koro",Week 6
1,2018-10-11,Tanvir Clasher,0,It steals peoples privacy,Week 6
1,2018-10-11,khalidur rahman,0,Digital thief ..,Week 6
1,2018-10-11,A Google user,0,"It's very very dangerous app,this app thrift privacy",Week 6
1,2018-10-11,cpac islam,0,User permission access is frustrating....,Week 6
1,2018-10-11,Tareq Rahman,0,"Pathao collects personal information like SMS and store it in their server. Through this it can receive Bank transactions, OTP, etc..",Week 6
1,2018-10-11,A Google user,0,Thief. Very bad,Week 6
1,2018-10-11,A Google user,1,Thief..... You hack others personal info..shame....,Week 6
1,2018-10-11,shahin rtr,0,This app stolen my personal information from my mobile.,Week 6
1,2018-10-11,A Google user,1,"Thief, its a thief of public privacy",Week 6
1,2018-10-11,Mahbubul Islam,1,"The service of this app is getting worse day by day, more accidents occured by their unskilled, inexperienced drivers in recent time, cheats with distance & fare calculation when it gives discount promo and finally accused of stealing personal data without even asking... stopped using the service be...Full ReviewThe service of this app is getting worse day by day, more accidents occured by their unskilled, inexperienced drivers in recent time, cheats with distance & fare calculation when it gives discount promo and finally accused of stealing personal data without even asking... stopped using the service before the case had filed. In short, goodbye! এতোদিন তুমি পাঠায়েছ, আজকে আমি পাঠাওকে তোমাদের কাছে পাঠিয়ে দিলাম! 😏",Week 6
1,2018-10-11,Yakub Ali,0,Privacy & Security issue,Week 6
1,2018-10-11,PK Bhuiyan,0,They steal user private information. 😒,Week 6
1,2018-10-11,Mohammed Naiem,0,😑😑😑,Week 6
1,2018-10-11,KAM Vlog,2,They are steeling people document,Week 6
1,2018-10-11,Nelufer Nazrul,2,Malware,Week 6
1,2018-10-11,Tahmid Ul Islam,0,Shame shame,Week 6
1,2018-10-11,Faiyaz Rabby,0,They are thiefs,Week 6
1,2018-10-11,Izaz Ahmed sakib,0,Chor shala -_-,Week 6
1,2018-10-11,Rakib hosain Plabon,2,This app upload your personal message to their server,Week 6
1,2018-10-11,Aunik islam,0,ডাটা চোর,Week 6
1,2018-10-11,MD.Nifaur Rahman,0,Its a privacy threat for users,Week 6
1,2018-10-11,Siam wahid,2,They are taking our Data without Permission,Week 6
1,2018-10-11,S.K. Rifat,0,This app is stealing our valuable data and information....everyone should uninstall it asap,Week 6
1,2018-10-11,Moktadir Billah,0,"THis app Upload our contacts, personal message to their server..",Week 6
1,2018-10-11,Shahriar Hossain,54,This app steals personal information.,Week 6
1,2018-10-11,A Google user,1,Stealing people's data,Week 6
1,2018-10-11,Robiul Hosain,2,they are stealing user's private info.,Week 6
1,2018-10-11,Tanvir Ahmed Shanto,2,user der info churi kora valona,Week 6
1,2018-10-11,MD Lalin,3,poor services. bikers are very rough.,Week 6
1,2018-10-11,Prangon Saha,0,Bloody hackers!!!! 👎,Week 6
1,2018-10-11,Pranto Mahmud,0,this is a malware,Week 6
1,2018-10-11,Mohammad Rasel Mahmud,0,Illegally accessed user private sms....,Week 6
1,2018-10-11,Travel with Xamil,0,They are taking information without permission .,Week 6
1,2018-10-11,Nadim Ibn Sayed,0,Digital thief. People trusted you as this was a domestic startup but you aren't worthy of. Uninstalling Pathao.,Week 6
1,2018-10-11,Engr Gazi Md Tanjil,0,"This apps stolen device contacts, messege and others information. don't install it.",Week 6
1,2018-10-11,A. Gangstar,0,this app steals your information.. Don't install,Week 6
1,2018-10-11,Md. Mahbubur Rahman,0,accused for stealing personal dara,Week 6
1,2018-10-11,Tariq Ahmed Khan,2,Storing users all text and contacts on their server in background which is not needed for any of their services.,Week 6
1,2018-10-11,Juna Inc,0,Breaks peoples privacy.,Week 6
1,2018-10-11,Raqib Hasan,2,Harmful to data,Week 6
1,2018-10-11,MMahdi Nawaz Saadi,0,Stealing unnecessary information ?? Not Cool at all. I've been using pathao since the beginning and i was really satisfied with it. But its too disappointing to know that this app is stealing our personal information which are not required for the service you provide.,Week 6
1,2018-10-11,Adoy Tech,0,3rd class hacker...!!,Week 6
1,2018-10-11,SHAFIUL AZOM,1,Chor akta,Week 6
1,2018-10-11,RAKIB HASAN,0,They hack all private information,Week 6
1,2018-10-11,Rafayet Monon,1,Thief!!,Week 6
1,2018-10-11,Gazi Rehaman Imtiaz Shihab,1,It is untrustable,Week 6
1,2018-10-11,Sabbir Sagar,0,They stealing our sms! Our transactional sms notifications too!!,Week 6
1,2018-10-11,Camera View,0,This app is caught in Bangladesh for stealing users information without permission,Week 6
1,2018-10-11,md nouman,0,They uploads massages and contacts to their server without permission. its like an malware.,Week 6
1,2018-10-11,Mohsin Johan,2,Malware data hacking software,Week 6
1,2018-10-11,oishi rifa,0,Churaliya hae tumne mera data,Week 6
1,2018-10-11,A Google user,0,This is a malware software steals people data,Week 6
1,2018-10-11,A Google user,0,No Information security. Collected users personal information.,Week 6
1,2018-10-11,Md. Ashiqul Islam,0,this app should be removed,Week 6
1,2018-10-11,Apratim Chakrabartty,0,stealing personal messages. shame!,Week 6
1,2018-10-11,Masuk Sarker Batista,0,Not worth it,Week 6
1,2018-10-11,Adnan Hossain,0,This app has serious privacy leakage claim.,Week 6
1,2018-10-11,Abu Sufian,0,this apps good for data stealing 😑 you don't have any privacy more after installed this apps.,Week 6
1,2018-10-11,Tanvir Shuva,0,Invades privacy...,Week 6
1,2018-10-11,Arj Jony,2,They are a real theif... They theft peoples personal information and upload it into their server and then blackmail people and stole peoples personal account and money...,Week 6
1,2018-10-11,Tasmiat Dishan,0,Steals personal information. Totally illegal. Please look into this issue.,Week 6
1,2018-10-11,mukit azad,0,Data thief,Week 6
1,2018-10-11,Md.Dedar Hossain Shovo,0,Its a malware,Week 6
1,2018-10-11,Apel Mahmud,0,They steel users data .,Week 6
1,2018-10-11,A Google user,0,Harmful for Our Country,Week 6
1,2018-10-11,Emdadul Hoque Milon,1,Avoid this app of you want to keep private your personal data,Week 6
1,2018-10-11,Omar Sharif,0,It accesses more private info than it should on the phone,Week 6
1,2018-10-11,A Google user,0,they steal personal information!!,Week 6
1,2018-10-11,IBNE KAYESH,0,পাঠাও হলো এস এম এস ও কন্টাক্টস এর চোর। pathao collect users information without infor.,Week 6
1,2018-10-11,Nazmul Islam Asik,0,Digital chor,Week 6
1,2018-10-11,A Google user,0,Breached people's privacy policy.,Week 6
1,2018-10-11,Ehsan Kabir,1,bloody thief....,Week 6
1,2018-10-11,Zubaer Ahmed,0,Data thief,Week 6
1,2018-10-11,Mehedi Hasan,0,Stop stealing user's personal data you thief! and make apology.,Week 6
1,2018-10-11,Arr Robi,0,Its a bloody-Faking malware😠 Pathao Stealing our personal Data!! Chor=Pathao,Week 6
1,2018-10-11,A Google user,0,Pathao should be banned from google play store. They are bloody fraud.,Week 6
1,2018-10-11,Rakib Hassan,1,"Steals personal data, not recommended for use",Week 6
1,2018-10-11,A Google user,0,Information hacker,Week 6
1,2018-10-11,akm rakib,0,this app should get banned they steal user data,Week 6
1,2018-10-11,A Google user,0,Pathao the thief just hacked my every messages and informatoins,Week 6
1,2018-10-11,Shahrier Sarker,0,চোর ব্যাটা,Week 6
1,2018-10-11,A Google user,0,they store our personal data which could be harmful if leaked.plz remove this app from playstore or stop them from using our personal data,Week 6
1,2018-10-11,Toufiq Enam,0,Beware!!# this app will steal your sms and other personal info.,Week 6
1,2018-10-11,Nayeem Humayun,0,Thief!,Week 6
1,2018-10-11,Binary Digit,0,this apps very dangerous for personal data. they didn't provide privacy.,Week 6
1,2018-10-11,Refat Hasan,0,Thief,Week 6
1,2018-10-11,Mohammad Atikur Rahman,0,privacy issue!!,Week 6
1,2018-10-11,Nur Hassan,0,it steel public data,Week 6
1,2018-10-11,Hasan al banna siddiki,0,Very bad service. User information not safe. Ignore this app.,Week 6
1,2018-10-11,Joynal Abedin Mamun,0,This app steal user's personal messege from their phone,Week 6
1,2018-10-11,Azmain Mahtab,0,"Stealing peoples phone log, contact information, sms!! Pathao is fraud service. Boycott pathao!!",Week 6
1,2018-10-11,samin yasar,0,🖕,Week 6
1,2018-10-11,Fouzia Seema,0,They are stealing user's sms,Week 6
1,2018-10-11,Ahmed Shahriar,3,Steals users data without consent..please avoid such suspicious apps.,Week 6
1,2018-10-11,Abir Xrox,0,"Scam, collecting device personal data",Week 6
1,2018-10-11,Shihab Mannan,0,They are stonle our all data,Week 6
1,2018-10-11,Nafew Fardin,0,they are stealing our private documents,Week 6
1,2018-10-11,A Google user,0,Pathao is stealing data from its user.,Week 6
1,2018-10-11,Shariar Nafis,0,Steals user details,Week 6
1,2018-10-11,Alvee Morshed,0,"Stealing our personal data by STORING it in the name of ""accessing"" to make user experience better is pathetic of you Pathao. Didn't expect this from such successful app.",Week 6
1,2018-10-11,Md Ali Ishtiak ishtu,0,Malware,Week 6
1,2018-10-11,A Google user,0,It hampers your privacy!!!,Week 6
1,2018-10-11,Mazharul Anwar Muzahid,0,"steals users personal information like contact, sms, etc. without any permission they access to personal info and upload it to there server.",Week 6
1,2018-10-11,Muhammad Ishaq,0,"তোরা হচ্ছিস চোর,বাটপার,ভণ্ড,প্রতারক,মিথ্যুক,মীর জাফর এবং মুনাফিক।মরার পরে কি জবাব দিবি আল্লাহর কাছে চিন্তা করতে থাক।সময় থাকতে ভালো হইয়া যা।নইলে মানুষের অভিশাপ তোদের জন্য একদিন কাল হইয়া দাড়াবো।যেই জনগণের টাকায় মিসকিন থেকে মিস্টার হইলি,তাদের সাথে এত বড় বেইমানী কিভাবে করতে পারলি তোরা?তোদের বিবেক কি মইর...Full Reviewতোরা হচ্ছিস চোর,বাটপার,ভণ্ড,প্রতারক,মিথ্যুক,মীর জাফর এবং মুনাফিক।মরার পরে কি জবাব দিবি আল্লাহর কাছে চিন্তা করতে থাক।সময় থাকতে ভালো হইয়া যা।নইলে মানুষের অভিশাপ তোদের জন্য একদিন কাল হইয়া দাড়াবো।যেই জনগণের টাকায় মিসকিন থেকে মিস্টার হইলি,তাদের সাথে এত বড় বেইমানী কিভাবে করতে পারলি তোরা?তোদের বিবেক কি মইরা গেছে?",Week 6
1,2018-10-11,Sadik Khandoker,1,don't installed this app. আপনার অজান্তেই আপনার সব এসএমএস & মোবাইল নাম্বার নিয়ে নিচ্ছে.,Week 6
1,2018-10-11,Rahat Anowar,0,This is malware,Week 6
1,2018-10-11,Misbah Uddin,1,গ্রাহকের ব্যক্তিগত তথ্য সংগ্রহ করার কারণে পাঠাও বর্জন করলাম।,Week 6
1,2018-10-11,shakibian 75,0,Hacka privacy and steals users information,Week 6
1,2018-10-11,Reaz Khan,0,They steal data.,Week 6
1,2018-10-11,Sha On,0,Steals all of the informations you have on your device,Week 6
1,2018-10-11,MD.Rashaduzamman Rian,0,Chor,Week 6
1,2018-10-11,A Google user,0,An app that steals people's personal information,Week 6
1,2018-10-11,Asifur Rahman Sopno,0,সোদানির পুতেরা মানুষের সব ব্যক্তিগত তথ্য চুরি করো তোগো পাঠাওর গুস্টি চুদি বাইঞ্চোদ😠😠😤😤,Week 6
1,2018-10-11,A Google user,0,খানকীর পোলা।ডাটা চোর,Week 6
1,2018-10-11,Rouf Alam,0,They stole every data by this app.,Week 6
1,2018-10-11,Sultan Mahmud,0,this app steals users personal data,Week 6
1,2018-10-11,RAHUL RAY,0,They steal data from user illegally.,Week 6
1,2018-10-11,D.M kamal,0,Stealing personal information,Week 6
1,2018-10-11,A Google user,0,This app steals user information.,Week 6
1,2018-10-11,Asif Rahman,0,"Data theif, arrogant, unprofasional company",Week 6
1,2018-10-11,Md. Saiful Islam,0,Thief,Week 6
1,2018-10-11,TANVEER HAIDER,0,Bloody theif!! Stole our personal data.,Week 6
1,2018-10-11,Technical Siam,0,the collect user data without permission,Week 6
2,2018-10-21,Sirajum Rafat,52,apnader aei apps ato din valo cilo....akn apnara fraud baji charan....ak toh joto percentage Discount den tar moto kra fare ta hisab koren na... ar apnara akn jaite joto taka dekhan destination a jaila tar theka 15-20 taka beshi rakhen...apnara akn dhandabaji charan....,Week 7
5,2018-11-01,mdmajidul islam,0,Nice app,Week 8
3,2018-11-01,Shakil Ahmed,1,wow....,Week 8
5,2018-11-01,Rangpur Riders,0,gps disable show kortese location to on ase..  tahole ki korbo,Week 8
5,2018-11-01,A Google user,0,Wonderful,Week 8
3,2018-11-01,Alamin Hoshen,0,Wow,Week 8
5,2018-11-01,k.b. shalina,0,Nice,Week 8
2,2018-11-01,A Google user,5,why not aviable in my location..,Week 8
5,2018-11-01,Niloy sarker,3,This app isn't working,Week 8
4,2018-11-01,Nipa Das Gupta,0,Hmm good App..,Week 8
5,2018-11-01,A Google user,0,good app,Week 8
5,2018-11-01,A Google user,0,Best app,Week 8
5,2018-11-01,Sakib Bin Waqil,6,joss,Week 8
5,2018-11-01,Mijan Elham,0,good,Week 8
1,2018-11-02,eTube Bangla,0,যেখানে cng তে ১০টাকা ভাড়া সেখানে পাটা চায় ৬৬টাকা।  টাকা কিতা বলদের পুটকি দিয়া আয়নি?,Week 8
5,2018-11-02,Shuvo Likes,3,quite fast,Week 8
5,2018-11-02,Sunwar Hossen,6,its very....good,Week 8
5,2018-11-02,হাবীব-উল্লাহ হাবীব,5,Good idea for Dhaka city.,Week 8
5,2018-11-02,Prince Emon,0,Nice a,Week 8
5,2018-11-02,kmmtowo kid,0,nice,Week 8
4,2018-11-02,A Google user,1,Awesome Best of luck 👍,Week 8
5,2018-11-03,A Google user,0,Fine,Week 8
5,2018-11-03,Ridoyer Gan,1,nice apk..,Week 8
1,2018-11-03,Mashrikul islam,1,Plz improve it rent is very high,Week 8
5,2018-11-03,Mostaque Ahmed Pavel,0,best...,Week 8
1,2018-11-03,360 Degree Hasib,0,it's  not work on my mobile (Model- walton X4 pro),Week 8
5,2018-11-03,Didarul Islam,0,good apps,Week 8
5,2018-11-03,Ashik Hasan,0,very usefull for bd,Week 8
5,2018-11-03,Touhid Zaman,0,Awesome...everybody needs to use this App to reach quickly to their destination with economical fare.,Week 8
5,2018-11-03,Tanjila Ahmed Medha,1,bestest app.. I just loved it 😍😍😍😍😍,Week 8
5,2018-11-04,Md. Ali Azam,0,need improvment,Week 8
5,2018-11-04,Azijul Haq,0,Good,Week 8
5,2018-11-04,A Google user,0,Lol,Week 8
5,2018-11-04,Azijul Haq,0,Good,Week 8
5,2018-11-04,MD.RIAJUL ISLAM,3,Wow,Week 8
5,2018-11-04,Nawshad Hussain,5,Good app!!,Week 8
5,2018-11-04,A Google user,0,Love It's,Week 8
1,2018-11-04,Mohammad Robi,10,তোর অ্যাপ এর গুস্টি চুদি খানকির ছাও...১ মিনিটে ২৫ টা নোটিফিকেশন আসে......বাঞ্চদ তোদের না হয় কাজ নাই তাই বলে অন্ন্যকে এই ভাবে বিরক্ত করবি?,Week 8
5,2018-11-04,Akash Hh,0,good,Week 8
3,2018-11-04,MD SALAUDDINBHQLA,0,salauddin,Week 8
5,2018-11-04,Iftekhar Mobin,0,Great,Week 8
5,2018-11-04,A Google user,4,good but need some improvement coz if it show bike company👏👏👏,Week 8
5,2018-11-04,Akash Hh,0,good,Week 8
5,2018-11-05,Rayhan Rahi,0,awesome,Week 8
5,2018-11-05,Kawser Ahmed,0,its very good,Week 8
5,2018-11-05,HOLY QURAN,1,Wow,Week 8
5,2018-11-05,Abdur Rahaman,1,this is very excellent food deliver app.,Week 8
4,2018-11-05,shishir ghosh,0,Good one,Week 8
5,2018-11-05,A Google user,1,Hi,Week 8
1,2018-11-05,A Google user,0,nc app I like,Week 8
4,2018-11-05,A Google user,1,বিভিন্ন ধরনের বাইক এর অপশন থাকা উচিৎ।,Week 8
4,2018-11-05,Rahad Rahmatullah,2,Not bad,Week 8
1,2018-11-05,A Google user,0,"Surely your app is useful and all. But please just stop this annoying 
advertisement segment of your app. Every time I'm on my phone doing 
something important for the past few days, this annoying and irrelevant ad 
pops out and somewhat ruins other functions that were already running on my 
phone. ...Full ReviewSurely your app is useful and all. But please just stop this annoying 
advertisement segment of your app. Every time I'm on my phone doing 
something important for the past few days, this annoying and irrelevant ad 
pops out and somewhat ruins other functions that were already running on my 
phone. So please stop it or try to minimize it unless you want some of us 
to sue against it.",Week 8
5,2018-11-05,Sabbir Ahammed,0,Good app,Week 8
1,2018-11-06,A Google user,28,"Pathao Cars service is the worst! The drivers cancel the ride on their 
whims and the app doesn't send any notification for that. I've experienced 
this twice. Never gonna use pathao cars again.",Week 8
5,2018-11-06,nimo nimo,1,vgood,Week 8
5,2018-11-06,Move trailer upcoming,0,Plz come on sitakundo,Week 8
5,2018-11-06,A Google user,0,Fine,Week 8
1,2018-11-06,Rezwana Shetu,5,"Worst. Ordered delivery. Promised me that food will be delivered within 1 
hour but it came after 1:30 hour!!",Week 8
5,2018-11-06,Ankshu Chowdhury,1,Good,Week 8
5,2018-11-06,Abdul Aziz Aryan,1,its great to use and very helpful ✌✌,Week 8
4,2018-11-06,K M Tamim Jobayer,0,Easy journey,Week 8
2,2018-11-07,tasmim sarwar,1,I think you guys should provide helmets for customers.,Week 8
5,2018-11-07,A Google user,1,"Pathao has revolutionised travelling time expense, and also convenience. 
This is an excellent idea, which connects virtual world with our real life 
in an excellent and positive manner.",Week 8
2,2018-11-07,A Google user,0,rubbish sarver...totally rubissh app...,Week 8
2,2018-11-07,sabbir biswas,0,"পাঠাও এর সার্ভিস ব্যবহার করতে যেয়ে ব্যাপক বিড়ম্বনায় পড়েছি। গতদিন 
ড্রাইভারকে ফোন করলে বলল, ডিসকাউন্ট রেটে সে যাবেনা। ম্যাপে কয়েকটা গাড়ি 
দেখালেও তাকে পাঠাও খুঁজে পায়না সহজে, অনেকক্ষণ অপেক্ষা করায়। গাড়ি কম।",Week 8
2,2018-11-07,Prince Abedin,1,This app has network problems.,Week 8
5,2018-11-07,Pritom Kumar,0,innovative,Week 8
3,2018-11-07,Rafid Fahim,0,"May be you guys are having problem on your server..... It takes too much 
time to call a rider and show other stuffs .... Otherwise its awesome",Week 8
5,2018-11-07,Rik,0,😍,Week 8
1,2018-11-11,A Google user,0,You are a thief,Week 9
1,2018-11-11,A Google user,3,"Taking 20% of payment, why still stealing people's data? Why does a ride sharing company need personal messages and contact? why upload those to your server? Cheaterss!",Week 9
1,2018-11-11,Tausif Ahmed,0,I am a regular user of Pathao from today i Boycott Pathao till Pathao give any assurance to stop this kind of activities.. Pathao don't have any right to access our personal information.....,Week 9
1,2018-11-11,Ataul Hoque Razib,3,Stop data hacking from user mobile phone and selling it to outside our country.,Week 9
1,2018-11-11,Bishwajit Roy,0,Collects all personal information without permission,Week 9
1,2018-11-11,nabil anjum,0,They steal users info,Week 9
1,2018-11-11,Ishtiaq Iqbal,0,There is a thing called engineering ethics right?? Don't you remember what happened to the Facebook? Why do you need to save my SMS on your server? Safety issue can be handled by another way not by reading and saving them in your own server! Too much disappointed after this act pathao and also force...Full ReviewThere is a thing called engineering ethics right?? Don't you remember what happened to the Facebook? Why do you need to save my SMS on your server? Safety issue can be handled by another way not by reading and saving them in your own server! Too much disappointed after this act pathao and also forced to uninstall this application from my mobile. You guys can at least accept your faults and try to make amends for your wrong doing.,Week 9
1,2018-11-11,Mamun Rashid,0,Steals user info through this app.,Week 9
1,2018-11-11,Rashedul Islam Nayeem,0,STEALS user data,Week 9
1,2018-11-11,Himu's creativity,0,U can't upload user information in ur website...,Week 9
1,2018-11-11,A Google user,1,They are breaking users privacy and break google play rules.They was stolen lots of user sensitive private data.,Week 9
